"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","AFR","WB_LI","TZA","5.22","5.22000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","AFR","WB_LI","TZA","5.06","5.06000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","AFR","WB_LI","TZA","5.02","5.02000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2006","AMR","WB_HI","USA","14.70","14.70000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2007","AMR","WB_HI","USA","14.92","14.92000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2008","AMR","WB_HI","USA","15.29","15.29000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","AMR","WB_HI","USA","16.28","16.28000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","AMR","WB_HI","USA","16.35","16.35000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2004","AMR","WB_HI","URY","9.02","9.02000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2005","AMR","WB_HI","URY","8.43","8.43000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2006","AMR","WB_HI","URY","8.41","8.41000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2007","AMR","WB_HI","URY","8.14","8.14000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2002","EUR","WB_LMI","UZB","5.24","5.24000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2003","EUR","WB_LMI","UZB","5.29","5.29000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2004","EUR","WB_LMI","UZB","4.94","4.94000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2005","EUR","WB_LMI","UZB","4.88","4.88000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2000","WPR","WB_LMI","VUT","3.31","3.31000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2001","WPR","WB_LMI","VUT","3.39","3.39000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2002","WPR","WB_LMI","VUT","3.90","3.90000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2003","WPR","WB_LMI","VUT","3.51","3.51000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","WPR","WB_LMI","VUT","2.85","2.85000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2017","WPR","WB_LMI","VUT","2.76","2.76000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2018","WPR","WB_LMI","VUT","3.37","3.37000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2000","AMR","WB_UMI","VEN","7.33","7.33000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","AMR","WB_UMI","VEN","5.78","5.78000","","",""
