"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"NUTRITION_564","NLIS_312313","PUBLISHED","2000-2001","AFR","","UGA","","BTSX","","","5.0","5.00000","","",""
"NUTRITION_564","NLIS_310375","PUBLISHED","1991","AFR","","CMR","","MLE","","","4.8","4.80000","","",""
"NUTRITION_564","NLIS_312955","PUBLISHED","2008","AFR","","GNB","","BTSX","","","4.8","4.80000","","",""
"NUTRITION_564","NLIS_312890","PUBLISHED","2006","AFR","","MWI","","MLE","","","4.8","4.80000","","",""
"NUTRITION_564","NLIS_312800","PUBLISHED","2005","AFR","","RWA","","FMLE","","","4.7","4.70000","","",""
"NUTRITION_564","NLIS_313262","PUBLISHED","2014","AFR","","BEN","","BTSX","","","4.5","4.50000","","",""
"NUTRITION_564","NLIS_312266","PUBLISHED","1999","AFR","","ZAF","","BTSX","","","4.4","4.40000","","",""
"NUTRITION_564","NLIS_311756","PUBLISHED","1996-1997","AFR","","ZMB","","FMLE","","","4.4","4.40000","","",""
"NUTRITION_564","NLIS_312278","PUBLISHED","2000-2001","AFR","","GAB","","FMLE","","","4.2","4.20000","","",""
"NUTRITION_564","NLIS_313098","PUBLISHED","2009-2010","AFR","","LSO","","MLE","","","4.2","4.20000","","",""
"NUTRITION_564","NLIS_310967","PUBLISHED","1992","AFR","","RWA","","FMLE","","","4.1","4.10000","","",""
"NUTRITION_564","NLIS_313162","PUBLISHED","2012","AFR","","GAB","","MLE","","","3.7","3.70000","","",""
"NUTRITION_564","NLIS_313148","PUBLISHED","2010","AFR","","TGO","","FMLE","","","3.6","3.60000","","",""
"NUTRITION_564","NLIS_310044","PUBLISHED","1986","AFR","","SEN","","FMLE","","","3.5","3.50000","","",""
"NUTRITION_564","NLIS_312394","PUBLISHED","2000","AFR","","STP","","FMLE","","","3.5","3.50000","","",""
"NUTRITION_564","NLIS_312894","PUBLISHED","2006-2007","AFR","","SWZ","","MLE","","","3.5","3.50000","","",""
"NUTRITION_564","NLIS_311520","PUBLISHED","1994-1995","AFR","","ZAF","","BTSX","","","3.3","3.30000","","",""
"NUTRITION_564","NLIS_312766","PUBLISHED","2004-2005","AFR","","TZA","","FMLE","","","3.1","3.10000","","",""
"NUTRITION_564","NLIS_313121","PUBLISHED","2010-2011","AFR","","RWA","","BTSX","","","3.0","3.00000","","",""
"NUTRITION_564","NLIS_312894","PUBLISHED","2006-2007","AFR","","SWZ","","BTSX","","","2.9","2.90000","","",""
"NUTRITION_564","NLIS_310095","PUBLISHED","1988-1989","AFR","","UGA","","FMLE","","","2.9","2.90000","","",""
"NUTRITION_564","NLIS_310107","PUBLISHED","1981","AFR","","MWI","","BTSX","","","2.2","2.20000","","",""
"NUTRITION_564","NLIS_313099","PUBLISHED","2009","AFR","","MWI","","MLE","","","2.0","2.00000","","",""
"NUTRITION_564","NLIS_313289","PUBLISHED","2014","AFR","","SWZ","","BTSX","","","2.0","2.00000","","",""
"NUTRITION_564","NLIS_313099","PUBLISHED","2009","AFR","","MWI","","BTSX","","","1.8","1.80000","","",""
"NUTRITION_564","NLIS_313145","PUBLISHED","2010","AFR","","SWZ","","BTSX","","","0.8","0.80000","","",""
"MCV2","","PUBLISHED","2004","EMR","WB_LI","AFG","","","","","2","2.00000","","",""
"MCV2","","PUBLISHED","2005","EMR","WB_LI","AFG","","","","","9","9.00000","","",""
"MCV2","","PUBLISHED","2006","EMR","WB_LI","AFG","","","","","18","18.00000","","",""
"MCV2","","PUBLISHED","2007","EMR","WB_LI","AFG","","","","","4","4.00000","","",""
"MCV2","","PUBLISHED","2015","AFR","WB_LMI","AGO","","","","","26","26.00000","","",""
"MCV2","","PUBLISHED","2016","AFR","WB_LMI","AGO","","","","","26","26.00000","","",""
"MCV2","","PUBLISHED","2017","AFR","WB_LMI","AGO","","","","","30","30.00000","","",""
"MCV2","","PUBLISHED","2002","EUR","WB_UMI","ALB","","","","","93","93.00000","","",""
"MCV2","","PUBLISHED","2003","EUR","WB_UMI","ALB","","","","","93","93.00000","","",""
"MCV2","","PUBLISHED","2004","EUR","WB_UMI","ALB","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2005","EUR","WB_UMI","ALB","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2018","EUR","WB_UMI","ALB","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2019","EUR","WB_UMI","ALB","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_HI","AND","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2013","EUR","WB_HI","AND","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_HI","AND","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2015","EUR","WB_HI","AND","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2016","EUR","WB_HI","AND","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2012","EMR","WB_HI","ARE","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2013","EMR","WB_HI","ARE","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2009","AMR","WB_UMI","ARG","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2010","AMR","WB_UMI","ARG","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2011","AMR","WB_UMI","ARG","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2012","AMR","WB_UMI","ARG","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2013","EUR","WB_UMI","ARM","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_UMI","ARM","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2015","EUR","WB_UMI","ARM","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2016","EUR","WB_UMI","ARM","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2010","AMR","WB_HI","ATG","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2011","AMR","WB_HI","ATG","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2012","AMR","WB_HI","ATG","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2013","AMR","WB_HI","ATG","","","","","87","87.00000","","",""
"MCV2","","PUBLISHED","2006","WPR","WB_HI","AUS","","","","","87","87.00000","","",""
"MCV2","","PUBLISHED","2007","WPR","WB_HI","AUS","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2008","WPR","WB_HI","AUS","","","","","80","80.00000","","",""
"MCV2","","PUBLISHED","2009","WPR","WB_HI","AUS","","","","","82","82.00000","","",""
"MCV2","","PUBLISHED","2004","EUR","WB_HI","AUT","","","","","47","47.00000","","",""
"MCV2","","PUBLISHED","2005","EUR","WB_HI","AUT","","","","","54","54.00000","","",""
"MCV2","","PUBLISHED","2006","EUR","WB_HI","AUT","","","","","61","61.00000","","",""
"MCV2","","PUBLISHED","2007","EUR","WB_HI","AUT","","","","","56","56.00000","","",""
"MCV2","","PUBLISHED","2009","EUR","WB_UMI","AZE","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2010","EUR","WB_UMI","AZE","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2011","EUR","WB_UMI","AZE","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_UMI","AZE","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2013","AFR","WB_LI","BDI","","","","","51","51.00000","","",""
"MCV2","","PUBLISHED","2014","AFR","WB_LI","BDI","","","","","60","60.00000","","",""
"MCV2","","PUBLISHED","2015","AFR","WB_LI","BDI","","","","","65","65.00000","","",""
"MCV2","","PUBLISHED","2011","EUR","WB_HI","BEL","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_HI","BEL","","","","","85","85.00000","","",""
"MCV2","","PUBLISHED","2013","EUR","WB_HI","BEL","","","","","85","85.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_HI","BEL","","","","","85","85.00000","","",""
"MCV2","","PUBLISHED","2014","AFR","WB_LI","BFA","","","","","17","17.00000","","",""
"MCV2","","PUBLISHED","2015","AFR","WB_LI","BFA","","","","","50","50.00000","","",""
"MCV2","","PUBLISHED","2016","AFR","WB_LI","BFA","","","","","59","59.00000","","",""
"MCV2","","PUBLISHED","2018","AFR","WB_LI","BFA","","","","","71","71.00000","","",""
"MCV2","","PUBLISHED","2007","EUR","WB_UMI","BGR","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2008","EUR","WB_UMI","BGR","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2009","EUR","WB_UMI","BGR","","","","","93","93.00000","","",""
"MCV2","","PUBLISHED","2010","EUR","WB_UMI","BGR","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2010","EMR","WB_HI","BHR","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2011","EMR","WB_HI","BHR","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2012","EMR","WB_HI","BHR","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2013","EMR","WB_HI","BHR","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2004","AMR","WB_HI","BHS","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2005","AMR","WB_HI","BHS","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2018","AMR","WB_HI","BHS","","","","","69","69.00000","","",""
"MCV2","","PUBLISHED","2019","AMR","WB_HI","BHS","","","","","82","82.00000","","",""
"MCV2","","PUBLISHED","2009","EUR","WB_UMI","BIH","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2010","EUR","WB_UMI","BIH","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2011","EUR","WB_UMI","BIH","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_UMI","BIH","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_UMI","BLR","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2013","EUR","WB_UMI","BLR","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_UMI","BLR","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_UMI","BLZ","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_UMI","BLZ","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_UMI","BLZ","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2009","AMR","WB_UMI","BLZ","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2010","AMR","WB_UMI","BLZ","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_UMI","BRA","","","","","55","55.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_UMI","BRA","","","","","49","49.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_UMI","BRA","","","","","56","56.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_HI","BRB","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_HI","BRB","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_HI","BRB","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2009","AMR","WB_HI","BRB","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2008","WPR","WB_HI","BRN","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2009","WPR","WB_HI","BRN","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2010","WPR","WB_HI","BRN","","","","","93","93.00000","","",""
"MCV2","","PUBLISHED","2011","WPR","WB_HI","BRN","","","","","93","93.00000","","",""
"MCV2","","PUBLISHED","2016","SEAR","WB_LMI","BTN","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2017","SEAR","WB_LMI","BTN","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2019","SEAR","WB_LMI","BTN","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2008","EUR","WB_HI","CHE","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2009","EUR","WB_HI","CHE","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2010","EUR","WB_HI","CHE","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2011","EUR","WB_HI","CHE","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2004","AMR","WB_HI","CHL","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2005","AMR","WB_HI","CHL","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_HI","CHL","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_HI","CHL","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2005","WPR","WB_UMI","CHN","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2007","WPR","WB_UMI","CHN","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2000","WPR","","COK","","","","","70","70.00000","","",""
"MCV2","","PUBLISHED","2013","WPR","","COK","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2014","WPR","","COK","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2015","WPR","","COK","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2016","WPR","","COK","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2000","AMR","WB_UMI","COL","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2013","AMR","WB_UMI","COL","","","","","72","72.00000","","",""
"MCV2","","PUBLISHED","2014","AMR","WB_UMI","COL","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2015","AMR","WB_UMI","COL","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2016","AMR","WB_UMI","COL","","","","","87","87.00000","","",""
"MCV2","","PUBLISHED","2011","AFR","WB_LMI","CPV","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_UMI","CRI","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2009","AMR","WB_UMI","CRI","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2010","AMR","WB_UMI","CRI","","","","","79","79.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_UMI","CUB","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_UMI","CUB","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2009","AMR","WB_UMI","CUB","","","","","95","95.00000","","",""
"MCV2","","PUBLISHED","2016","EMR","WB_LI","SYR","","","","","52","52.00000","","",""
"MCV2","","PUBLISHED","2018","EMR","WB_LI","SYR","","","","","54","54.00000","","",""
"MCV2","","PUBLISHED","2019","AFR","WB_LI","TGO","","","","","67","67.00000","","",""
"MCV2","","PUBLISHED","2001","SEAR","WB_UMI","THA","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2003","SEAR","WB_UMI","THA","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2010","SEAR","WB_UMI","THA","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2012","SEAR","WB_UMI","THA","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2019","SEAR","WB_UMI","THA","","","","","87","87.00000","","",""
"MCV2","","PUBLISHED","2003","EUR","WB_LI","TJK","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2005","EUR","WB_LI","TJK","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_LI","TJK","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_LI","TJK","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2003","EUR","WB_UMI","TKM","","","","","89","89.00000","","",""
"MCV2","","PUBLISHED","2005","EUR","WB_UMI","TKM","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2010","EUR","WB_UMI","TKM","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2012","EUR","WB_UMI","TKM","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_UMI","TKM","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2019","EUR","WB_UMI","TKM","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2019","SEAR","WB_LMI","TLS","","","","","80","80.00000","","",""
"MCV2","","PUBLISHED","2003","WPR","WB_UMI","TON","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2008","WPR","WB_UMI","TON","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2010","WPR","WB_UMI","TON","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2017","WPR","WB_UMI","TON","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2019","WPR","WB_UMI","TON","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2004","AMR","WB_HI","TTO","","","","","78","78.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_HI","TTO","","","","","78","78.00000","","",""
"MCV2","","PUBLISHED","2013","AMR","WB_HI","TTO","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2015","AMR","WB_HI","TTO","","","","","79","79.00000","","",""
"MCV2","","PUBLISHED","2000","EMR","WB_LMI","TUN","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2007","EMR","WB_LMI","TUN","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2009","EMR","WB_LMI","TUN","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2016","EMR","WB_LMI","TUN","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2018","EMR","WB_LMI","TUN","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2006","EUR","WB_UMI","TUR","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2008","EUR","WB_UMI","TUR","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2013","EUR","WB_UMI","TUR","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2015","EUR","WB_UMI","TUR","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2004","WPR","WB_UMI","TUV","","","","","90","90.00000","","",""
"MCV2","","PUBLISHED","2006","WPR","WB_UMI","TUV","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2013","WPR","WB_UMI","TUV","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2015","WPR","WB_UMI","TUV","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2014","AFR","WB_LMI","TZA","","","","","29","29.00000","","",""
"MCV2","","PUBLISHED","2016","AFR","WB_LMI","TZA","","","","","63","63.00000","","",""
"MCV2","","PUBLISHED","2005","EUR","WB_LMI","UKR","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2007","EUR","WB_LMI","UKR","","","","","96","96.00000","","",""
"MCV2","","PUBLISHED","2014","EUR","WB_LMI","UKR","","","","","57","57.00000","","",""
"MCV2","","PUBLISHED","2016","EUR","WB_LMI","UKR","","","","","31","31.00000","","",""
"MCV2","","PUBLISHED","2017","AMR","WB_HI","URY","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2019","AMR","WB_HI","URY","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2005","AMR","WB_HI","USA","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2007","AMR","WB_HI","USA","","","","","86","86.00000","","",""
"MCV2","","PUBLISHED","2012","AMR","WB_HI","USA","","","","","91","91.00000","","",""
"MCV2","","PUBLISHED","2014","AMR","WB_HI","USA","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2016","AMR","WB_HI","USA","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2000","EUR","WB_LMI","UZB","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2002","EUR","WB_LMI","UZB","","","","","97","97.00000","","",""
"MCV2","","PUBLISHED","2004","EUR","WB_LMI","UZB","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2009","EUR","WB_LMI","UZB","","","","","8","8.00000","","",""
"MCV2","","PUBLISHED","2011","EUR","WB_LMI","UZB","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2018","EUR","WB_LMI","UZB","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2006","AMR","WB_UMI","VCT","","","","","88","88.00000","","",""
"MCV2","","PUBLISHED","2008","AMR","WB_UMI","VCT","","","","","94","94.00000","","",""
"MCV2","","PUBLISHED","2015","AMR","WB_UMI","VCT","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2017","AMR","WB_UMI","VCT","","","","","99","99.00000","","",""
"MCV2","","PUBLISHED","2014","AMR","WB_UMI","VEN","","","","","50","50.00000","","",""
"MCV2","","PUBLISHED","2016","AMR","WB_UMI","VEN","","","","","53","53.00000","","",""
"MCV2","","PUBLISHED","2010","WPR","WB_LMI","VNM","","","","","98","98.00000","","",""
"MCV2","","PUBLISHED","2012","WPR","WB_LMI","VNM","","","","","83","83.00000","","",""
"MCV2","","PUBLISHED","2019","WPR","WB_LMI","VNM","","","","","92","92.00000","","",""
"MCV2","","PUBLISHED","2002","WPR","WB_UMI","WSM","","","","","84","84.00000","","",""
"MCV2","","PUBLISHED","2009","WPR","WB_UMI","WSM","","","","","14","14.00000","","",""
"MCV2","","PUBLISHED","2011","WPR","WB_UMI","WSM","","","","","50","50.00000","","",""
"MCV2","","PUBLISHED","2018","WPR","WB_UMI","WSM","","","","","13","13.00000","","",""
"MCV2","","PUBLISHED","2006","EMR","WB_LI","YEM","","","","","26","26.00000","","",""
"MCV2","","PUBLISHED","2011","EMR","WB_LI","YEM","","","","","46","46.00000","","",""
"MCV2","","PUBLISHED","2013","EMR","WB_LI","YEM","","","","","47","47.00000","","",""
"MCV2","","PUBLISHED","2003","AFR","WB_UMI","ZAF","","","","","52","52.00000","","",""
"MCV2","","PUBLISHED","2005","AFR","WB_UMI","ZAF","","","","","48","48.00000","","",""
"MCV2","","PUBLISHED","2010","AFR","WB_UMI","ZAF","","","","","55","55.00000","","",""
"MCV2","","PUBLISHED","2012","AFR","WB_UMI","ZAF","","","","","53","53.00000","","",""
"MCV2","","PUBLISHED","2014","AFR","WB_UMI","ZAF","","","","","55","55.00000","","",""
"MCV2","","PUBLISHED","2019","AFR","WB_UMI","ZAF","","","","","54","54.00000","","",""
"MCV2","","PUBLISHED","2014","AFR","WB_LMI","ZMB","","","","","33","33.00000","","",""
"MCV2","","PUBLISHED","2017","AFR","WB_LMI","ZWE","","","","","78","78.00000","","",""
"MCV2","","PUBLISHED","2019","AFR","WB_LMI","ZWE","","","","","75","75.00000","","",""
"WHS4_128","","PUBLISHED","2019","EMR","","AFG","","","","","68","68.00000","","",""
"WHS4_128","","PUBLISHED","2014","EMR","","AFG","","","","","70","70.00000","","",""
"WHS4_128","","PUBLISHED","2012","EMR","","AFG","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","2005","EMR","","AFG","","","","","96","96.00000","","",""
"WHS4_128","","PUBLISHED","1998","EMR","","AFG","","","","","21","21.00000","","",""
"WHS4_128","","PUBLISHED","1996","EMR","","AFG","","","","","17","17.00000","","",""
"WHS4_128","","PUBLISHED","1994","EMR","","AFG","","","","","10","10.00000","","",""
"WHS4_128","","PUBLISHED","1989","EMR","","AFG","","","","","26","26.00000","","",""
"WHS4_128","","PUBLISHED","1987","EMR","","AFG","","","","","13","13.00000","","",""
"WHS4_128","","PUBLISHED","2018","EUR","","ALB","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2011","EUR","","ALB","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2009","EUR","","ALB","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2004","EUR","","ALB","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2002","EUR","","ALB","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","1995","EUR","","ALB","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","1993","EUR","","ALB","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2016","AFR","","DZA","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","2014","AFR","","DZA","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","2009","AFR","","DZA","","","","","71","71.00000","","",""
"WHS4_128","","PUBLISHED","2007","AFR","","DZA","","","","","70","70.00000","","",""
"WHS4_128","","PUBLISHED","2000","AFR","","DZA","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","1998","AFR","","DZA","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1991","AFR","","DZA","","","","","18","18.00000","","",""
"WHS4_128","","PUBLISHED","1989","AFR","","DZA","","","","","3","3.00000","","",""
"WHS4_128","","PUBLISHED","2015","AFR","","AGO","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2013","AFR","","AGO","","","","","75","75.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","AGO","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","2004","AFR","","AGO","","","","","73","73.00000","","",""
"WHS4_128","","PUBLISHED","1997","AFR","","AGO","","","","","51","51.00000","","",""
"WHS4_128","","PUBLISHED","1995","AFR","","AGO","","","","","48","48.00000","","",""
"WHS4_128","","PUBLISHED","1990","AFR","","AGO","","","","","34","34.00000","","",""
"WHS4_128","","PUBLISHED","1988","AFR","","AGO","","","","","31","31.00000","","",""
"WHS4_128","","PUBLISHED","2018","AMR","","BHS","","","","","100","100.00000","","",""
"WHS4_128","","PUBLISHED","2016","AMR","","BHS","","","","","100","100.00000","","",""
"WHS4_128","","PUBLISHED","2009","AMR","","BHS","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2007","AMR","","BHS","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2002","AMR","","BHS","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2000","AMR","","BHS","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","1993","AMR","","BHS","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1991","AMR","","BHS","","","","","73","73.00000","","",""
"WHS4_128","","PUBLISHED","2017","EMR","","BHR","","","","","98","98.00000","","",""
"WHS4_128","","PUBLISHED","2015","EMR","","BHR","","","","","98","98.00000","","",""
"WHS4_128","","PUBLISHED","2010","EMR","","BHR","","","","","94","94.00000","","",""
"WHS4_128","","PUBLISHED","2008","EMR","","BHR","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2001","EMR","","BHR","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1999","EMR","","BHR","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1992","EMR","","BHR","","","","","51","51.00000","","",""
"WHS4_128","","PUBLISHED","1990","EMR","","BHR","","","","","48","48.00000","","",""
"WHS4_128","","PUBLISHED","1985","EMR","","BHR","","","","","34","34.00000","","",""
"WHS4_128","","PUBLISHED","1983","EMR","","BHR","","","","","31","31.00000","","",""
"WHS4_128","","PUBLISHED","2016","SEAR","","BGD","","","","","97","97.00000","","",""
"WHS4_128","","PUBLISHED","2014","SEAR","","BGD","","","","","96","96.00000","","",""
"WHS4_128","","PUBLISHED","2007","SEAR","","BGD","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2005","SEAR","","BGD","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2000","SEAR","","BGD","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","1998","SEAR","","BGD","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1996","SEAR","","BGD","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","1991","SEAR","","BGD","","","","","76","76.00000","","",""
