GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,WEALTHDECILE,Display Value,Numeric,Low,High,Comments
imr,EQ_DHS,PUBLISHED,1997,AFR,MDG,,,,,MDGDHS199701,,72.0 [57.2-90.3],72,57,90,
imr,EQ_DHS,PUBLISHED,1997,AFR,MDG,,,,,MDGDHS199702,,120.9 [99.3-146.4],121,99,146,
imr,EQ_DHS,PUBLISHED,1997,AFR,MDG,,,,,MDGDHS199703,,104.1 [84.0-128.3],104,84,128,
imr,EQ_DHS,PUBLISHED,1997,AFR,MDG,,,,,MDGDHS199704,,112.4 [93.5-134.6],112,93,135,
imr,EQ_DHS,PUBLISHED,2003,AFR,MDG,,,,,MDGDHS200305,,90.2 [72.9-111.3],90,73,111,
imr,EQ_DHS,PUBLISHED,2003,AFR,MDG,,,,,MDGDHS200306,,67.6 [45.1-100.1],68,45,100,
imr,EQ_DHS,PUBLISHED,2008,AFR,MDG,,,,,MDGDHS200807,,98.2 [77.3-123.9],98,77,124,
imr,EQ_DHS,PUBLISHED,2008,AFR,MDG,,,,,MDGDHS200808,,72.0 [57.2-90.2],72,57,90,
imr,EQ_DHS,PUBLISHED,2008,AFR,MDG,,,,,MDGDHS200809,,63.8 [46.3-87.4],64,46,87,
imr,EQ_DHS,PUBLISHED,2008,AFR,MDG,,,,,MDGDHS200810,,32.8 [21.3-50.3],33,21,50,
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,,,,,MDGMICS201807,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,,,,,MDGMICS201808,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,,,,,MDGMICS201809,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,,,,,MDGMICS201810,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,,,,,MDGMICS201811,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,MWI,,,,,MWIDHS199201,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,MWI,,,,,MWIDHS199202,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,MWI,,,,,MWIDHS199203,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,MWI,,,,,MWIMICS200601,,62.9 [57.1-69.1],63,57,69,
imr,EQ_MICS,PUBLISHED,2006,AFR,MWI,,,,,MWIMICS200602,,81.1 [74.4-88.3],81,74,88,
imr,EQ_MICS,PUBLISHED,2006,AFR,MWI,,,,,MWIMICS200603,,84.6 [79.7-89.9],85,80,90,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201307,,50.5 [39.6-64.2],50,40,64,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201308,,46.2 [35.7-59.5],46,36,60,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201309,,50.0 [39.6-62.9],50,40,63,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201310,,44.4 [33.7-58.3],44,34,58,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201311,,43.1 [33.9-54.8],43,34,55,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201324,,70.3 [56.8-86.6],70,57,87,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201325,,63.2 [52.9-75.5],63,53,76,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201326,,53.0 [40.0-69.9],53,40,70,
imr,EQ_MICS,PUBLISHED,2013,AFR,MWI,,,,,MWIMICS201327,,57.4 [46.3-71.1],57,46,71,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,,,,,MLIDHS200101,,124.6 [111.3-139.4],125,111,139,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,,,,,MLIDHS200102,,121.4 [110.3-133.4],121,110,133,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,,,,,MLIDHS200103,,126.4 [111.7-142.8],126,112,143,
imr,EQ_DHS,PUBLISHED,2006,AFR,MLI,,,,,MLIDHS200601,,105.3 [87.6-126.1],105,88,126,
imr,EQ_DHS,PUBLISHED,2012,AFR,MLI,,,,,MLIDHS201202,,60.5 [48.3-75.6],61,48,76,
imr,EQ_DHS,PUBLISHED,2012,AFR,MLI,,,,,MLIDHS201203,,76.1 [63.0-91.5],76,63,92,
imr,EQ_DHS,PUBLISHED,2012,AFR,MLI,,,,,MLIDHS201204,,64.0 [53.7-76.1],64,54,76,
imr,EQ_DHS,PUBLISHED,2012,AFR,MLI,,,,,MLIDHS201205,,62.0 [51.5-74.6],62,51,75,
imr,EQ_DHS,PUBLISHED,2012,AFR,MLI,,,,,MLIDHS201206,,42.0 [34.1-51.8],42,34,52,
imr,EQ_MICS,PUBLISHED,2015,AFR,MLI,,,,,MLIMICS201503,,64.9 [56.9-74.0],65,57,74,
imr,EQ_MICS,PUBLISHED,2015,AFR,MLI,,,,,MLIMICS201504,,94.6 [86.4-103.5],95,86,103,
imr,EQ_MICS,PUBLISHED,2015,AFR,MLI,,,,,MLIMICS201505,,27.4 [21.8-34.3],27,22,34,
imr,EQ_MICS,PUBLISHED,2015,AFR,MLI,,,,,MLIMICS201506,,71.2 [59.6-85.0],71,60,85,
imr,EQ_DHS,PUBLISHED,2018,AFR,MLI,,,,,MLIDHS201807,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,MLI,,,,,MLIDHS201808,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,MLI,,,,,MLIDHS201808,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,AFR,MRT,,,,,MRTDHS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,MRT,,,,,MRTMICS200708,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,MRT,,,,,MRTMICS200709,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,MRT,,,,,MRTMICS200710,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,MRT,,,,,MRTMICS200711,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,MRT,,,,,MRTMICS201112,,59.8 [52.2-68.4],60,52,68,
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,,,,,MRTMICS201503,,60.9 [49.7-74.5],61,50,74,
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,,,,,MRTMICS201504,,58.2 [48.3-70.0],58,48,70,
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,,,,,MRTMICS201505,,29.5 [22.2-39.0],29,22,39,
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,,,,,MRTMICS201506,,20.3 [13.4-30.7],20,13,31,
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,,,,,MNGMICS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,,,,,MNGMICS200002,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,,,,,MNGMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,,,,,MNGMICS201002,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,,,,,MNGMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,,,,,MNGMICS201004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,,,,,MNGMICS201005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2013,WPR,MNG,,,,,MNGMICS201301,,36.8 [29.4-46.0],37,29,46,
imr,EQ_DHS,PUBLISHED,1992,EMR,MAR,,,,,MARDHS199205,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,EMR,MAR,,,,,MARDHS199206,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,EMR,MAR,,,,,MARDHS199207,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2003,EMR,MAR,,,,,MARDHS200301,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2003,EMR,MAR,,,,,MARDHS200302,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2003,EMR,MAR,,,,,MARDHS200303,,56.4 [39.6-79.8],56,40,80,
imr,EQ_DHS,PUBLISHED,2003,EMR,MAR,,,,,MARDHS200304,,51.2 [37.1-70.2],51,37,70,
imr,EQ_DHS,PUBLISHED,2011,AFR,MOZ,,,,,MOZDHS201101,,60.8 [47.5-77.6],61,47,78,
imr,EQ_DHS,PUBLISHED,2015,AFR,MOZ,,,,,MOZDHS201501,,21.6 [8.3-55.1],22,8,55,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,SEAR,MMR,,,,,MMRMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,SEAR,MMR,,,,,MMRMICS200004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,SEAR,MMR,,,,,MMRMICS200005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,SEAR,MMR,,,,,MMRMICS200006,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,,,,,MMRDHS201501,,49.8 [32.9-74.9],50,33,75,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,,,,,MMRDHS201502,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,,,,,MMRDHS201503,,65.5 [43.0-98.7],66,43,99,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,,,,,MMRDHS201504,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,AFR,NAM,,,,,NAMDHS200012,,55.3 [33.4-90.3],55,33,90,
imr,EQ_DHS,PUBLISHED,2000,AFR,NAM,,,,,NAMDHS200013,,37.4 [26.0-53.6],37,26,54,
imr,EQ_DHS,PUBLISHED,2006,AFR,NAM,,,,,NAMDHS200601,,77.9 [53.9-111.4],78,54,111,
imr,EQ_DHS,PUBLISHED,2013,AFR,NAM,,,,,NAMDHS201301,,53.5 [34.7-81.6],53,35,82,
imr,EQ_DHS,PUBLISHED,2013,AFR,NAM,,,,,NAMDHS201302,,37.2 [25.5-53.9],37,25,54,
imr,EQ_DHS,PUBLISHED,1996,SEAR,NPL,,,,,NPLDHS199603,,84.3 [70.9-100.1],84,71,100,
imr,EQ_DHS,PUBLISHED,1996,SEAR,NPL,,,,,NPLDHS199604,,114.8 [101.0-130.3],115,101,130,
imr,EQ_DHS,PUBLISHED,1996,SEAR,NPL,,,,,NPLDHS199605,,124.3 [105.8-145.5],124,106,146,
imr,EQ_DHS,PUBLISHED,2001,SEAR,NPL,,,,,NPLDHS200101,,77.5 [65.6-91.3],78,66,91,
imr,EQ_MICS,PUBLISHED,2010,SEAR,NPL,,,,,NPLMICS201004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,NPL,,,,,NPLMICS201005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,NPL,,,,,NPLMICS201006,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,SEAR,NPL,,,,,NPLDHS201101,,72.7 [59.9-88.0],73,60,88,
imr,EQ_DHS,PUBLISHED,2011,SEAR,NPL,,,,,NPLDHS201102,,50.2 [43.1-58.5],50,43,58,
imr,EQ_MICS,PUBLISHED,2014,SEAR,NPL,,,,,NPLMICS201401,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2014,SEAR,NPL,,,,,NPLMICS201402,,19.9 [10.7-36.8],20,11,37,
imr,EQ_MICS,PUBLISHED,2014,SEAR,NPL,,,,,NPLMICS201415,,41.2 [29.3-57.7],41,29,58,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,,,,,NPLDHS201603,,28.9 [18.2-45.7],29,18,46,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,,,,,NPLDHS201604,,23.5 [15.0-36.5],23,15,37,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,,,,,NPLDHS201605,,42.2 [31.3-56.6],42,31,57,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,,,,,NPLDHS201606,,46.6 [33.6-64.5],47,34,64,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,,,,,NPLDHS201607,,58.2 [45.4-74.3],58,45,74,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,,,,,NICDHS199701,,44.0 [34.9-55.3],44,35,55,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,,,,,NICDHS199714,,42.7 [29.4-61.8],43,29,62,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,,,,,NICDHS199715,,35.7 [24.1-52.5],36,24,53,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,,,,,NICDHS199716,,61.6 [48.7-77.7],62,49,78,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,,,,,NICDHS199717,,41.8 [32.1-54.3],42,32,54,
imr,EQ_DHS,PUBLISHED,2001,AMR,NIC,,,,,NICDHS200102,,40.4 [29.4-55.4],40,29,55,
imr,EQ_DHS,PUBLISHED,2001,AMR,NIC,,,,,NICDHS200103,,38.9 [27.1-55.5],39,27,55,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2001,AMR,NIC,,,,,NICDHS200104,,23.9 [14.3-39.7],24,14,40,
imr,EQ_DHS,PUBLISHED,2001,AMR,NIC,,,,,NICDHS200105,,48.8 [36.5-64.9],49,36,65,
imr,EQ_DHS,PUBLISHED,2001,AMR,NIC,,,,,NICDHS200106,,19.0 [12.6-28.6],19,13,29,
imr,EQ_DHS,PUBLISHED,1992,AFR,NER,,,,,NERDHS199205,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,NER,,,,,NERDHS199206,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,NER,,,,,NERDHS199207,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,NER,,,,,NERDHS199208,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,NER,,,,,NERDHS199801,,69.5 [51.9-92.5],70,52,93,
imr,EQ_DHS,PUBLISHED,1998,AFR,NER,,,,,NERDHS199802,,114.0 [98.1-132.1],114,98,132,
imr,EQ_MICS,PUBLISHED,2000,AFR,NER,,,,,NERMICS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,NER,,,,,NERMICS200002,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,NER,,,,,NERMICS200003,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2006,AFR,NER,,,,,NERDHS200606,,74.5 [62.0-89.2],74,62,89,
imr,EQ_DHS,PUBLISHED,2006,AFR,NER,,,,,NERDHS200607,,112.7 [94.1-134.3],113,94,134,
imr,EQ_DHS,PUBLISHED,2006,AFR,NER,,,,,NERDHS200608,,56.8 [44.1-72.9],57,44,73,
imr,EQ_DHS,PUBLISHED,2003,AFR,NGA,,,,,NGADHS200302,,125.5 [110.4-142.3],125,110,142,
imr,EQ_DHS,PUBLISHED,2003,AFR,NGA,,,,,NGADHS200303,,113.9 [98.8-130.8],114,99,131,
imr,EQ_DHS,PUBLISHED,2003,AFR,NGA,,,,,NGADHS200304,,65.6 [33.7-123.8],66,34,124,
imr,EQ_DHS,PUBLISHED,2003,AFR,NGA,,,,,NGADHS200305,,120.2 [89.4-159.7],120,89,160,
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200706,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200707,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200708,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200709,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200722,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200723,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200724,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200725,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,NGA,,,,,NGAMICS200726,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201101,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201114,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201115,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201111,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201113,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201118,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201120,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201122,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201127,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201129,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,NGA,,,,,NGAMICS201136,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AFR,NGA,,,,,NGADHS201301,,66.3 [58.3-75.4],66,58,75,
imr,EQ_DHS,PUBLISHED,2013,AFR,NGA,,,,,NGADHS201303,,89.4 [81.7-97.8],89,82,98,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201602,,46.9 [35.1-62.3],47,35,62,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201604,,41.5 [31.4-54.7],42,31,55,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201611,,37.1 [26.5-51.8],37,26,52,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201613,,58.4 [41.0-82.5],58,41,82,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201620,,68.7 [59.3-79.6],69,59,80,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201622,,66.5 [53.7-82.0],66,54,82,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201627,,54.5 [40.0-73.9],55,40,74,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201629,,65.4 [47.4-89.6],65,47,90,
imr,EQ_MICS,PUBLISHED,2016,AFR,NGA,,,,,NGAMICS201636,,107.1 [93.7-122.1],107,94,122,
imr,EQ_DHS,PUBLISHED,2018,AFR,NGA,,,,,NGADHS201801,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,NGA,,,,,NGADHS201803,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,NGA,,,,,NGADHS201805,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,MKD,,,,,MKDMICS200501,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,MKD,,,,,MKDMICS200502,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,MKD,,,,,MKDMICS200504,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,MKD,,,,,MKDMICS200505,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,MKD,,,,,MKDMICS200506,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,MKD,,,,,MKDMICS201102,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,MKD,,,,,MKDMICS201103,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,MKD,,,,,MKDMICS201107,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,MKD,,,,,MKDMICS201108,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2006,EMR,PAK,,,,,PAKDHS200603,,62.8 [53.3-73.7],63,53,74,
imr,EQ_DHS,PUBLISHED,2012,EMR,PAK,,,,,PAKDHS201201,,88.1 [80.3-96.6],88,80,97,
imr,EQ_DHS,PUBLISHED,2012,EMR,PAK,,,,,PAKDHS201203,,57.9 [47.0-71.0],58,47,71,
imr,EQ_DHS,PUBLISHED,2017,EMR,PAK,,,,,PAKDHS201701,,72.5 [63.2-83.1],73,63,83,
imr,EQ_DHS,PUBLISHED,2017,EMR,PAK,,,,,PAKDHS201703,,53.2 [42.7-65.9],53,43,66,
imr,EQ_MICS,PUBLISHED,2013,AMR,PAN,,,,,PANMICS201301,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2013,AMR,PAN,,,,,PANMICS201306,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2013,AMR,PAN,,,,,PANMICS201308,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2013,AMR,PAN,,,,,PANMICS201310,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1995,AMR,PRY,,,,,PRYRHS199502,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1995,AMR,PRY,,,,,PRYRHS199504,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,PRY,,,,,PRYRHS199801,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,PRY,,,,,PRYRHS200801,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,PRY,,,,,PRYRHS200803,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2016,AMR,PRY,,,,,PRYMICS201601,,14.1 [4.2-46.1],14,4,46,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2016,AMR,PRY,,,,,PRYMICS201603,,13.8 [8.1-23.5],14,8,24,
imr,EQ_DHS,PUBLISHED,1991,AMR,PER,,,,,PERDHS199101,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AMR,PER,,,,,PERDHS199105,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AMR,PER,,,,,PERDHS199110,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AMR,PER,,,,,PERDHS199114,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199602,,40.5 [31.2-52.4],40,31,52,
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199609,,58.9 [43.0-80.1],59,43,80,
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199611,,57.2 [41.6-78.2],57,42,78,
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199616,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199618,,67.0 [53.2-84.1],67,53,84,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,,PERDHS199620,,82.6 [65.9-103.2],83,66,103,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200002,,50.0 [37.5-66.4],50,37,66,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200004,,39.9 [24.9-63.3],40,25,63,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200011,,43.0 [34.4-53.6],43,34,54,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200013,,38.0 [25.4-56.4],38,25,56,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200020,,59.2 [47.2-74.1],59,47,74,
imr,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,,PERDHS200022,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200403,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200405,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200410,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200412,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200419,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2004,AMR,PER,,,,,PERDHS200421,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200505,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200507,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200514,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200516,,46.9 [27.0-80.0],47,27,80,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200521,,21.0 [8.6-50.1],21,9,50,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AMR,PER,,,,,PERDHS200523,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
