GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,WEALTHDECILE,Display Value,Numeric,Low,High,Comments
imr,EQ_DHS,PUBLISHED,2014,AFR,TCD,,,,,TCDDHS201414,,60.1 [49.2-73.2],60,49,73,
imr,EQ_DHS,PUBLISHED,2014,AFR,TCD,,,,,TCDDHS201416,,100.0 [81.8-121.8],100,82,122,
imr,EQ_DHS,PUBLISHED,1995,AMR,COL,,,,,COLDHS199502,,23.5 [15.3-35.7],23,15,36,
imr,EQ_DHS,PUBLISHED,2000,AMR,COL,,,,,COLDHS200004,,28.7 [20.9-39.3],29,21,39,
imr,EQ_DHS,PUBLISHED,2010,AMR,COL,,,,,COLDHS201002,,14.8 [11.7-18.8],15,12,19,
imr,EQ_DHS,PUBLISHED,2010,AMR,COL,,,,,COLDHS201004,,17.8 [14.2-22.4],18,14,22,
imr,EQ_DHS,PUBLISHED,2015,AMR,COL,,,,,COLDHS201501,,20.9 [16.5-26.4],21,17,26,
imr,EQ_DHS,PUBLISHED,1996,AFR,COM,,,,,COMDHS199603,,83.2 [68.2-101.2],83,68,101,
imr,EQ_DHS,PUBLISHED,2005,AFR,COG,,,,,COGDHS200503,,86.0 [65.8-111.8],86,66,112,
imr,EQ_DHS,PUBLISHED,2005,AFR,COG,,,,,COGDHS200504,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,,COGDHS201101,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,,COGDHS201105,,41.0 [31.7-52.9],41,32,53,
imr,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,,COGDHS201106,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,,COGDHS201109,,75.1 [60.5-93.0],75,60,93,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,,COGDHS201110,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201401,,51.6 [40.0-66.2],52,40,66,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201402,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201406,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201407,,31.5 [23.5-42.1],31,24,42,
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201410,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,,COGMICS201411,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,CRI,,,,,CRIMICS201102,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,CRI,,,,,CRIMICS201104,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AMR,CUB,,,,,CUBMICS201001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AMR,CUB,,,,,CUBMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,CUB,,,,,CUBMICS201403,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,,CIVDHS199402,,90.7 [68.7-118.9],91,69,119,
imr,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,,CIVDHS199404,,82.6 [60.6-111.6],83,61,112,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,,CIVDHS199409,,94.7 [67.9-130.6],95,68,131,
imr,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,,CIVDHS199801,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,,CIVDHS199802,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200602,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200606,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200607,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200610,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,,CIVMICS200611,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201102,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201103,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201107,,119.6 [99.4-143.2],120,99,143,
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201108,,100.7 [83.0-121.6],101,83,122,
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201110,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,,CIVDHS201111,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201602,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201607,,71.2 [61.8-81.9],71,62,82,
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201608,,63.2 [50.2-79.3],63,50,79,
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201610,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,,CIVMICS201611,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2001,AFR,COD,,,,,CODMICS200104,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2001,AFR,COD,,,,,CODMICS200106,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AFR,COD,,,,,CODDHS200703,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AFR,COD,,,,,CODDHS200704,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AFR,COD,,,,,CODDHS200707,,129.1 [105.3-157.2],129,105,157,
imr,EQ_DHS,PUBLISHED,2007,AFR,COD,,,,,CODDHS200708,,126.1 [92.8-169.0],126,93,169,
imr,EQ_DHS,PUBLISHED,2007,AFR,COD,,,,,CODDHS200711,,95.2 [75.1-120.1],95,75,120,
imr,EQ_MICS,PUBLISHED,2010,AFR,COD,,,,,CODMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,COD,,,,,CODMICS201004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,COD,,,,,CODMICS201007,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,COD,,,,,CODMICS201008,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,,CODDHS201303,,80.6 [56.2-114.4],81,56,114,
imr,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,,CODDHS201304,,65.5 [56.5-75.8],65,56,76,
imr,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,,CODDHS201305,,72.3 [53.8-96.4],72,54,96,
imr,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,,CODDHS201307,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,,CODDHS201308,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,EMR,DJI,,,,,DJIMICS200601,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AMR,DOM,,,,,DOMDHS199107,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AMR,DOM,,,,,DOMDHS199601,,45.4 [37.1-55.5],45,37,55,
imr,EQ_DHS,PUBLISHED,1996,AMR,DOM,,,,,DOMDHS199602,,38.9 [28.7-52.7],39,29,53,
imr,EQ_DHS,PUBLISHED,1996,AMR,DOM,,,,,DOMDHS199606,,65.3 [43.6-96.6],65,44,97,
imr,EQ_DHS,PUBLISHED,1996,AMR,DOM,,,,,DOMDHS199607,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1999,AMR,DOM,,,,,DOMDHS199902,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,AMR,DOM,,,,,DOMMICS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AMR,DOM,,,,,DOMMICS200006,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AMR,DOM,,,,,DOMMICS200008,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200201,,36.8 [25.5-52.9],37,25,53,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200202,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200205,,32.7 [21.9-48.6],33,22,49,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200206,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200207,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200209,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200210,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200214,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200215,,52.4 [38.8-70.5],52,39,70,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200217,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200218,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200219,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200222,,39.2 [29.7-51.6],39,30,52,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200223,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200226,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200227,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200231,,44.8 [31.0-64.3],45,31,64,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,,,,,DOMDHS200232,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200701,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200702,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200705,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200706,,26.0 [16.3-41.4],26,16,41,
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200709,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200710,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200714,,28.7 [16.6-48.9],29,17,49,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200715,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200717,,37.8 [23.9-59.1],38,24,59,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200718,,26.9 [16.2-44.5],27,16,45,
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200719,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200722,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200723,,41.2 [24.9-67.4],41,25,67,
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200726,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200727,,27.0 [17.3-41.8],27,17,42,
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200730,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200731,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,AMR,DOM,,,,,DOMDHS200732,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,,,,,DOMDHS201301,,32.7 [23.3-45.8],33,23,46,
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,,,,,DOMDHS201303,,26.7 [17.6-40.2],27,18,40,
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,,,,,DOMDHS201304,,14.4 [7.8-26.3],14,8,26,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,,,,,DOMDHS201308,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,,,,,DOMDHS201309,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,DOM,,,,,DOMMICS201406,,31.1 [22.6-42.6],31,23,43,
imr,EQ_MICS,PUBLISHED,2014,AMR,DOM,,,,,DOMMICS201408,,29.7 [21.0-41.7],30,21,42,
imr,EQ_RHS,PUBLISHED,1994,AMR,ECU,,,,,ECURHS199401,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1994,AMR,ECU,,,,,ECURHS199403,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1994,AMR,ECU,,,,,ECURHS199410,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1994,AMR,ECU,,,,,ECURHS199412,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1999,AMR,ECU,,,,,ECURHS199904,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2004,AMR,ECU,,,,,ECURHS200401,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2004,AMR,ECU,,,,,ECURHS200405,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2004,AMR,ECU,,,,,ECURHS200407,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2004,AMR,ECU,,,,,ECURHS200414,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2004,AMR,ECU,,,,,ECURHS200416,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,EMR,EGY,,,,,EGYDHS200005,,77.3 [70.1-85.2],77,70,85,
imr,EQ_DHS,PUBLISHED,2005,EMR,EGY,,,,,EGYDHS200502,,30.0 [19.6-45.5],30,20,45,
imr,EQ_DHS,PUBLISHED,2008,EMR,EGY,,,,,EGYDHS200806,,24.1 [16.3-35.5],24,16,35,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2014,EMR,EGY,,,,,EGYDHS201401,,17.4 [12.5-24.4],17,12,24,
imr,EQ_DHS,PUBLISHED,2014,EMR,EGY,,,,,EGYDHS201403,,24.0 [19.9-29.0],24,20,29,
imr,EQ_RHS,PUBLISHED,1993,AMR,SLV,,,,,SLVRHS199303,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1993,AMR,SLV,,,,,SLVRHS199304,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199803,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199804,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199807,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199808,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199809,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199811,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AMR,SLV,,,,,SLVRHS199812,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,,,,,SLVRHS200201,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,,,,,SLVRHS200203,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,,,,,SLVRHS200204,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,,,,,SLVRHS200210,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,,,,,SLVRHS200212,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,SLV,,,,,SLVRHS200802,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,SLV,,,,,SLVRHS200803,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,SLV,,,,,SLVRHS200808,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2008,AMR,SLV,,,,,SLVRHS200810,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,SLV,,,,,SLVMICS201404,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,SLV,,,,,SLVMICS201405,,19.3 [12.8-28.9],19,13,29,
imr,EQ_DHS,PUBLISHED,2002,AFR,ERI,,,,,ERIDHS200202,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AFR,ERI,,,,,ERIDHS200204,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2002,AFR,ERI,,,,,ERIDHS200206,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,SWZ,,,,,SWZMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,SWZ,,,,,SWZMICS201002,,85.5 [74.4-98.2],86,74,98,
imr,EQ_MICS,PUBLISHED,2010,AFR,SWZ,,,,,SWZMICS201004,,73.4 [57.3-93.5],73,57,94,
imr,EQ_MICS,PUBLISHED,2014,AFR,SWZ,,,,,SWZMICS201404,,61.6 [47.5-79.4],62,48,79,
imr,EQ_DHS,PUBLISHED,1995,EMR,EGY,,,,,EGYDHS199501,,42.9 [35.3-52.1],43,35,52,
imr,EQ_DHS,PUBLISHED,2000,AFR,ETH,,,,,ETHDHS200002,,129.2 [104.0-159.4],129,104,159,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,AFR,ETH,,,,,ETHDHS200009,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,AFR,ETH,,,,,ETHDHS200011,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AFR,ETH,,,,,ETHDHS200501,,66.6 [55.5-79.7],67,55,80,
imr,EQ_DHS,PUBLISHED,2005,AFR,ETH,,,,,ETHDHS200503,,94.4 [83.0-107.2],94,83,107,
imr,EQ_DHS,PUBLISHED,2005,AFR,ETH,,,,,ETHDHS200508,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,AFR,ETH,,,,,ETHDHS200510,,44.8 [28.7-69.4],45,29,69,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,,,,,ETHDHS201102,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,,,,,ETHDHS201109,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,,,,,ETHDHS201111,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2016,AFR,ETH,,,,,ETHDHS201601,,42.7 [33.4-54.3],43,33,54,
imr,EQ_DHS,PUBLISHED,2016,AFR,ETH,,,,,ETHDHS201603,,67.1 [55.2-81.3],67,55,81,
imr,EQ_DHS,PUBLISHED,2016,AFR,ETH,,,,,ETHDHS201610,,27.6 [19.2-39.6],28,19,40,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2012,AFR,GAB,,,,,GABDHS201202,,53.6 [39.0-73.2],54,39,73,
imr,EQ_DHS,PUBLISHED,2012,AFR,GAB,,,,,GABDHS201207,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2012,AFR,GAB,,,,,GABDHS201209,,36.0 [25.0-51.5],36,25,51,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,AFR,GMB,,,,,GMBMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,GMB,,,,,GMBMICS200005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,AFR,GMB,,,,,GMBMICS200502,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,AFR,GMB,,,,,GMBMICS200504,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,GMB,,,,,GMBMICS201001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,GMB,,,,,GMBMICS201008,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2013,AFR,GMB,,,,,GMBDHS201305,,34.9 [25.5-47.6],35,26,48,
imr,EQ_DHS,PUBLISHED,2013,AFR,GMB,,,,,GMBDHS201307,,21.8 [15.0-31.6],22,15,32,
imr,EQ_MICS,PUBLISHED,2018,AFR,GMB,,,,,GMBMICS201804,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,AFR,GMB,,,,,GMBMICS201806,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,GEO,,,,,GEOMICS200503,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,GEO,,,,,GEOMICS200505,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,GEO,,,,,GEOMICS200510,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201506,,50.7 [38.5-66.5],51,38,67,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201507,,44.9 [33.0-60.8],45,33,61,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201508,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201509,,63.2 [47.6-83.4],63,48,83,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201522,,63.1 [49.6-80.1],63,50,80,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201523,,87.5 [75.3-101.4],87,75,101,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201524,,28.5 [20.1-40.1],28,20,40,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201525,,88.8 [77.6-101.5],89,78,101,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201526,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,EUR,ALB,,,,,ALBMICS200003,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2017,EUR,ALB,,,,,ALBDHS201710,,7.2 [1.8-28.1],7,2,28,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2017,EUR,ALB,,,,,ALBDHS201711,,2.2 [0.3-15.6],2,0,16,
imr,EQ_DHS,PUBLISHED,2017,EUR,ALB,,,,,ALBDHS201712,,1.8 [0.3-12.8],2,0,13,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,AFR,DZA,,,,,DZAMICS200004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,,,,,DZAMICS201204,,27.7 [23.8-32.2],28,24,32,
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,,,,,DZAMICS201205,,21.2 [17.4-25.8],21,17,26,
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,,,,,DZAMICS201206,,21.5 [17.8-26.0],22,18,26,
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,,,,,DZAMICS201207,,31.6 [26.4-37.7],32,26,38,
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199612,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199613,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199614,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199615,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201514,,52.2 [42.6-63.8],52,43,64,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201515,,67.2 [51.2-87.8],67,51,88,
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201516,,41.6 [28.0-61.5],42,28,61,
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201517,,31.9 [19.7-51.2],32,20,51,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,,ARGMICS201105,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,,ARGMICS201106,,No data,,,,Not available.
